repo_name,repo_url,login,profile_url,location,country,prs_opened,prs_merged,pr_accept_rate,avg_time_to_merge,commits_total,issues_opened,stars_own_repos,contribution_period,activity_frequency,pr_requested_as_reviewer_rate
Python,https://github.com/TheAlgorithms/Python,joesinghh,https://github.com/joesinghh,Bangalore,India,113,58,51.33,4.76,119,41,5677,12,9.92,0.01
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,allbertuu,https://github.com/allbertuu,"Salvador, Bahia - Brazil",Brazil,100,37,37.0,0.59,147,18,2353,13,11.31,16.17
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,maksyms,https://github.com/maksyms,"Reading, Berkshire, UK",United Kingdom,11,2,18.18,4.66,9,32,136,57,0.16,0.73
flutter,https://github.com/flutter/flutter,mit-mit,https://github.com/mit-mit,"Aarhus, Denmark",Denmark,103,25,24.27,2.41,106,1,4412,37,2.86,43.28
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,awareness481,https://github.com/awareness481,Greece,Greece,89,16,17.98,5.64,66,12,4875,11,6.0,36.52
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,vcgtz,https://github.com/vcgtz,México,Mexico,48,25,52.08,13.29,58,43,4667,13,4.46,25.48
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,wkentaro,https://github.com/wkentaro,"Tokyo, Japan",Japan,124,78,62.9,13.41,323,42,6387,31,10.42,19.32
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,Jenn,https://github.com/Jenn,"Philadelphia, Pa",Panama,132,52,39.39,10.07,53,50,3808,14,3.79,30.75
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,abrahamalen,https://github.com/abrahamalen,"kerala, India",India,144,94,65.28,11.33,462,35,1550,54,8.56,32.05
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,vamshi9,https://github.com/vamshi9,India,India,107,85,79.44,12.12,146,38,6304,5,29.2,31.15
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,s7anley,https://github.com/s7anley,Prague,Spain,139,45,32.37,2.11,162,22,2018,27,6.0,27.24
flutter,https://github.com/flutter/flutter,arbreng,https://github.com/arbreng,"San Francisco, CA",Canada,150,41,27.33,13.66,79,25,6860,33,2.39,48.53
Python,https://github.com/TheAlgorithms/Python,JeevaRamanathan,https://github.com/JeevaRamanathan,Trichy,India,118,72,61.02,4.73,278,4,1386,49,5.67,19.13
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,serverwind,https://github.com/serverwind,Republic of Moldova,"Moldova, Republic of",95,21,22.11,8.88,45,10,5527,29,1.55,45.56
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,amyreese,https://github.com/amyreese,California,United States,130,42,32.31,11.26,53,27,244,13,4.08,14.28
flutter,https://github.com/flutter/flutter,dcharkes,https://github.com/dcharkes,Switzerland,Switzerland,124,94,75.81,11.8,467,48,1166,6,77.83,23.44
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,jayullman,https://github.com/jayullman,"Portland, OR",United States,7,5,71.43,2.38,12,33,5941,41,0.29,35.11
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,alexguja,https://github.com/alexguja,"Amsterdam, NL",Netherlands,25,4,16.0,8.5,8,2,2497,10,0.8,12.13
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,TomasHubelbauer,https://github.com/TomasHubelbauer,"Prague, Czech Republic",Czechia,142,19,13.38,3.5,92,34,5887,5,18.4,47.87
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,Gozala,https://github.com/Gozala,"Portland, OR, United States",United States,150,63,42.0,10.8,183,50,8864,53,3.45,21.95
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,jasonblanchard,https://github.com/jasonblanchard,Philadelphia,United States,120,49,40.83,13.73,185,10,6414,1,185.0,9.12
Python,https://github.com/TheAlgorithms/Python,creatornadiran,https://github.com/creatornadiran,Turkey,Turkey,99,52,52.53,4.94,129,16,4263,51,2.53,22.98
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,alrtas,https://github.com/alrtas,Brazil,Brazil,51,1,1.96,12.63,2,1,8648,5,0.4,40.47
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,irnnr,https://github.com/irnnr,"San Francisco, CA",Canada,32,18,56.25,7.33,74,9,2837,54,1.37,3.15
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,ibjhb,https://github.com/ibjhb,"San Francisco, CA",Canada,3,0,0.0,7.49,0,41,9584,8,0.0,28.96
Python,https://github.com/TheAlgorithms/Python,NEERAJAP2001,https://github.com/NEERAJAP2001,Bengaluru,India,141,14,9.93,10.69,18,44,7176,38,0.47,1.06
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,adevries17,https://github.com/adevries17,"Chicago, Illinois",United States,87,0,0.0,13.98,0,36,865,56,0.0,42.35
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,jangwonyoon,https://github.com/jangwonyoon,"Seoul, Korea","Korea, Republic of",44,28,63.64,1.81,135,37,9345,36,3.75,7.1
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,ghedo,https://github.com/ghedo,London,United Kingdom,134,35,26.12,13.68,102,48,6706,6,17.0,48.95
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,neu5,https://github.com/neu5,Poland,Poland,105,22,20.95,4.19,29,33,8621,50,0.58,47.22
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,AliMaazKhan,https://github.com/AliMaazKhan,India,India,110,29,26.36,2.29,93,6,8028,1,93.0,24.14
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,SlyCreator,https://github.com/SlyCreator,"Lagos, Nigeria",Nigeria,76,4,5.26,1.01,19,26,2870,27,0.7,30.05
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,giordanovi,https://github.com/giordanovi,Rome,Italy,32,22,68.75,4.91,68,50,3446,34,2.0,11.71
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,surajhell88,https://github.com/surajhell88,Mumbai,India,127,66,51.97,1.49,126,26,4555,46,2.74,40.3
flutter,https://github.com/flutter/flutter,reidbaker,https://github.com/reidbaker,Atlanta GA ,United States,28,6,21.43,2.8,25,3,964,57,0.44,47.0
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,alikzalikz,https://github.com/alikzalikz,"Tehran, Iran",ایران,134,98,73.13,12.1,443,21,1978,54,8.2,26.28
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,kpsonGG,https://github.com/kpsonGG,India,India,31,1,3.23,1.77,4,2,3134,50,0.08,44.5
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,andrey-yantsen,https://github.com/andrey-yantsen,"London, UK",United Kingdom,102,65,63.73,2.7,72,6,4434,4,18.0,34.66
Python,https://github.com/TheAlgorithms/Python,lablnet,https://github.com/lablnet,"Rawalpindi, Pakistan",Pakistan,87,54,62.07,3.58,74,25,6267,26,2.85,4.75
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,AliMuhammadOfficial,https://github.com/AliMuhammadOfficial,"Islamabad, Pakistan",Pakistan,144,74,51.39,2.93,344,40,9109,18,19.11,47.92
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,dolgachio,https://github.com/dolgachio,"Kyiv, Ukraine",Ukraine,140,9,6.43,12.03,21,34,5032,32,0.66,37.36
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,andybateman,https://github.com/andybateman,"Wellington, New Zealand",New Zealand,90,11,12.22,0.67,27,30,27,41,0.66,49.89
flutter,https://github.com/flutter/flutter,srawlins,https://github.com/srawlins,"Santa Cruz, CA",Canada,43,6,13.95,3.41,28,5,4883,54,0.52,31.45
Python,https://github.com/TheAlgorithms/Python,Mozartuss,https://github.com/Mozartuss,Augsburg,Germany,24,9,37.5,10.46,10,17,4842,20,0.5,26.63
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,aurelienbottazini,https://github.com/aurelienbottazini,Valenciennes,France,76,9,11.84,11.25,45,26,4920,38,1.18,38.04
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,alexeytatarchuk,https://github.com/alexeytatarchuk,"Dubai, UAE",الإمارات العربية المتحدة,24,18,75.0,6.6,85,46,9978,15,5.67,0.36
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,aswathkk,https://github.com/aswathkk,"Bengaluru, IN",India,67,6,8.96,8.85,8,42,3245,41,0.2,22.16
freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,bugron,https://github.com/bugron,"Yerevan, Armenia",Armenia,100,49,49.0,1.45,50,24,1741,25,2.0,27.82
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,Asipita,https://github.com/Asipita,"Abuja, Nigeria",Nigeria,69,54,78.26,6.09,257,44,2219,51,5.04,46.56
Python,https://github.com/TheAlgorithms/Python,mitheelgajare,https://github.com/mitheelgajare,India,India,134,62,46.27,2.21,141,49,1160,33,4.27,28.7
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,ashishpatelcs,https://github.com/ashishpatelcs,India,India,36,7,19.44,11.04,15,16,5350,24,0.62,24.92
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,hanhdt,https://github.com/hanhdt,"Kyoto, Japan",Japan,119,21,17.65,1.62,49,49,6716,55,0.89,7.64
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,alpha-tango-kilo,https://github.com/alpha-tango-kilo,United Kingdom,United Kingdom,150,9,6.0,6.01,26,37,4825,8,3.25,43.21
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,Minki-Kim95,https://github.com/Minki-Kim95,Republic of Korea,"Korea, Republic of",18,14,77.78,8.92,18,28,6395,28,0.64,12.14
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,andydavies,https://github.com/andydavies,"Gloucestershire, UK",United Kingdom,113,17,15.04,1.85,63,50,9436,14,4.5,36.33
Python,https://github.com/TheAlgorithms/Python,MichaelCurrin,https://github.com/MichaelCurrin,The Netherlands,Netherlands,14,4,28.57,7.0,15,44,1447,53,0.28,41.59
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,muhammederdinc,https://github.com/muhammederdinc,İstanbul,Turkey,82,49,59.76,13.48,147,44,1652,44,3.34,19.49
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,aznn,https://github.com/aznn,Maldives,Maldives,118,12,10.17,5.02,19,5,2299,3,6.33,5.23
Python,https://github.com/TheAlgorithms/Python,megpay,https://github.com/megpay,"Amsterdam, Netherlands",Netherlands,5,2,40.0,8.95,5,48,9333,28,0.18,40.2
flutter,https://github.com/flutter/flutter,knopp,https://github.com/knopp,Prague,Spain,105,23,21.9,5.38,66,8,7543,27,2.44,35.57
Python,https://github.com/TheAlgorithms/Python,mahbubcseju,https://github.com/mahbubcseju,"Ames, IA, USA",United States,61,12,19.67,5.19,50,40,4229,35,1.43,3.28
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,fuchenshi,https://github.com/fuchenshi,Shanghai,China,111,86,77.48,10.76,411,33,3132,49,8.39,10.21
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,davidkadaria,https://github.com/davidkadaria,"Tbilisi, Georgia",Georgia,38,5,13.16,8.5,20,34,3553,9,2.22,34.55
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,everbird,https://github.com/everbird,"Seattle, WA",United States,1,0,0.0,10.11,0,37,9260,53,0.0,14.03
flutter,https://github.com/flutter/flutter,andrewkolos,https://github.com/andrewkolos,"SF bay area, California, U.S.",United States,13,3,23.08,7.11,9,22,5067,54,0.17,5.3
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,booc0mtaco,https://github.com/booc0mtaco,"Chicago, IL",United States,78,2,2.56,12.32,8,21,6,10,0.8,27.41
Python,https://github.com/TheAlgorithms/Python,mrmaxguns,https://github.com/mrmaxguns,Austin,United States,10,0,0.0,8.74,0,9,7552,48,0.0,13.56
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,GabrielTheDEV,https://github.com/GabrielTheDEV,Brazil 🇧🇷,Brazil,50,25,50.0,8.66,33,49,9426,59,0.56,38.42
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,ratijas,https://github.com/ratijas,Innopolis,Россия,108,34,31.48,7.66,82,24,6693,38,2.16,3.98
flutter,https://github.com/flutter/flutter,ValentinVignal,https://github.com/ValentinVignal,Singapore,Singapore,50,24,48.0,13.37,109,30,7461,59,1.85,9.26
Python,https://github.com/TheAlgorithms/Python,matteomessmer,https://github.com/matteomessmer,Trento,Italy,106,73,68.87,10.04,165,44,1626,23,7.17,46.26
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,GeorgeNagib,https://github.com/GeorgeNagib,"Vilnius, Lithuania",Lithuania,140,93,66.43,1.69,418,16,2265,17,24.59,39.75
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,vladimirschneider,https://github.com/vladimirschneider,Budapest,Argentina,121,4,3.31,5.38,19,21,670,21,0.9,14.76
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,austintheriot,https://github.com/austintheriot,"Austin, TX",United States,137,10,7.3,7.84,44,34,6315,29,1.52,43.2
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,aladdine,https://github.com/aladdine,"Mountain View, CA",Canada,26,7,26.92,12.48,10,36,8610,30,0.33,41.9
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,gerzon05,https://github.com/gerzon05,colombia-valledupar,Colombia,21,9,42.86,12.32,10,6,4529,54,0.19,10.59
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,seIncorp,https://github.com/seIncorp,Slovenia,Slovenia,45,34,75.56,9.46,53,19,4799,25,2.12,26.65
flutter,https://github.com/flutter/flutter,eseidelGoogle,https://github.com/eseidelGoogle,"Mountain View, California",United States,51,22,43.14,11.85,45,13,2663,31,1.45,2.37
flutter,https://github.com/flutter/flutter,rmacnak-google,https://github.com/rmacnak-google,California,United States,147,1,0.68,3.77,3,49,5077,26,0.12,40.17
Python,https://github.com/TheAlgorithms/Python,marcoscannabrava,https://github.com/marcoscannabrava,"Oakland, CA",Canada,64,48,75.0,2.91,64,47,9729,21,3.05,28.11
javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,childrentime,https://github.com/childrentime,ShangHai,China,27,15,55.56,6.72,60,42,937,51,1.18,28.64
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,airandfingers,https://github.com/airandfingers,"Fort Collins, CO",Colombia,20,16,80.0,11.91,51,25,6870,5,10.2,5.91
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,alexstrat,https://github.com/alexstrat,"Paris, France",France,11,3,27.27,10.15,8,25,2670,21,0.38,6.65
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,ascasson,https://github.com/ascasson,"Bend, OR",United States,15,11,73.33,8.95,13,9,423,23,0.57,18.68
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,doritostains,https://github.com/doritostains,California,United States,7,0,0.0,10.83,0,17,5642,28,0.0,34.0
flutter,https://github.com/flutter/flutter,gaaclarke,https://github.com/gaaclarke,"Seattle, WA",United States,11,5,45.45,10.32,10,31,7107,10,1.0,1.09
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,lifebeyondfife,https://github.com/lifebeyondfife,Edinburgh,United Kingdom,30,14,46.67,4.81,50,11,3475,37,1.35,9.69
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,zsiciarz,https://github.com/zsiciarz,"Warsaw, Poland",Poland,8,0,0.0,10.55,0,45,473,43,0.0,33.59
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,scraggo,https://github.com/scraggo,"Chicago, IL",United States,56,9,16.07,12.53,26,33,3166,54,0.48,32.4
Python,https://github.com/TheAlgorithms/Python,THEGAMECHANGER416,https://github.com/THEGAMECHANGER416,New Delhi,India,124,46,37.1,6.18,167,39,6158,25,6.68,10.23
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,nstCactus,https://github.com/nstCactus,"Passy, France",France,48,17,35.42,2.08,54,32,2559,27,2.0,44.38
bootstrap,https://github.com/twbs/bootstrap,MartijnCuppens,https://github.com/MartijnCuppens,Belgium,Belgium,113,45,39.82,6.93,207,18,5644,34,6.09,27.46
Python,https://github.com/TheAlgorithms/Python,antfitch,https://github.com/antfitch,San Francisco Bay Area,United States,101,38,37.62,5.45,186,11,2253,29,6.41,19.3
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,EthanInSeattle,https://github.com/EthanInSeattle,Seattle,United States,33,20,60.61,8.83,91,23,6529,23,3.96,48.77
You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,zcserei,https://github.com/zcserei,Budapest,Argentina,54,20,37.04,1.96,90,29,8688,26,3.46,13.69
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,DoPaNik,https://github.com/DoPaNik,Germany,Germany,144,115,79.86,6.96,363,28,7289,27,13.44,32.95
awesome-python,https://github.com/vinta/awesome-python,effigies,https://github.com/effigies,New Hampshire,United States,20,0,0.0,3.11,0,49,8147,32,0.0,48.43
awesome-python,https://github.com/vinta/awesome-python,DavidJFelix,https://github.com/DavidJFelix,"Chicago, IL, USA",United States,105,69,65.71,7.32,336,42,7177,43,7.81,36.52
freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,abhisekp,https://github.com/abhisekp,India,India,45,0,0.0,4.96,0,42,7711,35,0.0,8.77
gitignore,https://github.com/github/gitignore,arnav-42,https://github.com/arnav-42,"NYC Metro Area and West Lafayette, IN",India,18,6,33.33,3.32,30,26,1517,35,0.86,38.59
gitignore,https://github.com/github/gitignore,amigcamel,https://github.com/amigcamel,"Taipei, Taiwan",Taiwan,89,29,32.58,1.66,37,18,3824,46,0.8,31.18
awesome-python,https://github.com/vinta/awesome-python,neuman,https://github.com/neuman,Brooklyn,United States,137,95,69.34,11.72,315,42,6999,21,15.0,21.84
awesome-python,https://github.com/vinta/awesome-python,filipefilardi,https://github.com/filipefilardi,"São Paulo, SP Brasil",Brazil,105,6,5.71,11.08,9,31,5733,37,0.24,23.16
awesome-python,https://github.com/vinta/awesome-python,geonu,https://github.com/geonu,"Seoul, Republic of Korea","Korea, Republic of",28,22,78.57,5.02,110,10,6351,20,5.5,13.15
build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,danistefanovic,https://github.com/danistefanovic,Switzerland,Switzerland,99,47,47.47,5.02,223,42,9848,24,9.29,48.3
gitignore,https://github.com/github/gitignore,Zenuka,https://github.com/Zenuka,Netherlands,Netherlands,51,20,39.22,2.05,89,15,93,53,1.68,35.83
awesome-python,https://github.com/vinta/awesome-python,orsinium,https://github.com/orsinium,"Amsterdam, NL",Netherlands,22,6,27.27,9.31,22,3,2344,6,3.67,1.59
project-based-learning,https://github.com/practical-tutorials/project-based-learning,BiswaViraj,https://github.com/BiswaViraj,"Cuttack, Odisha, India",India,137,32,23.36,6.48,112,21,7317,44,2.55,34.33
awesome-python,https://github.com/vinta/awesome-python,grantjenks,https://github.com/grantjenks,"Bay Area, CA",Canada,56,9,16.07,8.07,23,38,3084,9,2.56,27.49
awesome-python,https://github.com/vinta/awesome-python,sdispater,https://github.com/sdispater,France,France,62,26,41.94,5.77,129,46,8479,16,8.06,26.22
tensorflow,https://github.com/tensorflow/tensorflow,mihaimaruseac,https://github.com/mihaimaruseac,San Francisco,United States,100,76,76.0,7.47,330,13,9463,51,6.47,25.52
awesome-python,https://github.com/vinta/awesome-python,yomguy,https://github.com/yomguy,"Paris, France",France,86,54,62.79,2.41,81,41,7638,4,20.25,45.74
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,geoffgarside,https://github.com/geoffgarside,England,United Kingdom,101,78,77.23,7.59,256,36,476,39,6.56,46.5
free-programming-books,https://github.com/EbookFoundation/free-programming-books,ericguirbal,https://github.com/ericguirbal,"Toulouse, France",France,8,4,50.0,4.51,20,12,6826,10,2.0,14.55
awesome-python,https://github.com/vinta/awesome-python,VaishnaviMudaliar,https://github.com/VaishnaviMudaliar,"Pune,Maharashtra,India",India,85,64,75.29,12.59,319,11,4389,49,6.51,4.11
gitignore,https://github.com/github/gitignore,victorhaggqvist,https://github.com/victorhaggqvist,"Stockholm, Sweden",Sweden,136,87,63.97,4.28,158,43,9489,12,13.17,34.27
awesome-python,https://github.com/vinta/awesome-python,widnyana,https://github.com/widnyana,Indonesia,Indonesia,12,9,75.0,7.46,14,9,623,12,1.17,17.06
